investigation_id,claim_id,status,priority,reason,final_decision
INV002786,CL009235,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV002787,CL018932,IN_PROGRESS,HIGH,multiple previous claims on record,
INV002788,CL002561,IN_PROGRESS,MEDIUM,multiple previous claims on record,
INV002789,CL006762,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV002790,CL024216,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV002791,CL022718,IN_PROGRESS,MEDIUM,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,
INV002792,CL005144,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV002793,CL004992,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,REJECT
INV002794,CL007765,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,APPROVE
INV002795,CL012161,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV002796,CL002481,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV002797,CL024299,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV002798,CL007847,CLOSED,HIGH,multiple previous claims on record,REQUEST_DOCUMENTS
INV002799,CL000854,IN_PROGRESS,MEDIUM,policy created shortly before incident; short interval since previous claim,
INV002800,CL023217,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV002801,CL012747,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002802,CL021068,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV002803,CL001536,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV002804,CL006965,CLOSED,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record,INVESTIGATE_FURTHER
INV002805,CL029776,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV002806,CL029384,IN_PROGRESS,HIGH,multiple previous claims on record,
INV002807,CL003611,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV002808,CL011617,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV002809,CL006590,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV002810,CL003984,CLOSED,MEDIUM,claim amount high relative to vehicle value; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV002811,CL008805,IN_PROGRESS,LOW,multiple previous claims on record,
INV002812,CL027512,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV002813,CL009301,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002814,CL027291,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV002815,CL017510,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV002816,CL022883,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV002817,CL015952,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV002818,CL029212,CLOSED,HIGH,policy created shortly before incident; repair shop has an elevated historical investigation rate,APPROVE
INV002819,CL021363,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV002820,CL027053,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV002821,CL012776,CLOSED,HIGH,multiple previous claims on record,REJECT
INV002822,CL007139,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV002823,CL016084,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV002824,CL011619,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,
INV002825,CL022660,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV002826,CL020788,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV002827,CL003462,IN_PROGRESS,LOW,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV002828,CL006653,CLOSED,MEDIUM,multiple previous claims on record,APPROVE
INV002829,CL026087,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,REQUEST_DOCUMENTS
INV002830,CL006479,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV002831,CL009317,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002832,CL015238,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,INVESTIGATE_FURTHER
INV002833,CL014039,IN_PROGRESS,MEDIUM,multiple previous claims on record,
INV002834,CL020951,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002835,CL022997,IN_PROGRESS,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV002836,CL025697,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV002837,CL022832,IN_PROGRESS,HIGH,policy created shortly before incident; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002838,CL016238,CLOSED,MEDIUM,policy created shortly before incident; multiple previous claims on record,REQUEST_DOCUMENTS
INV002839,CL017693,CLOSED,LOW,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV002840,CL017037,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV002841,CL006977,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REJECT
INV002842,CL004495,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record,
INV002843,CL006484,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV002844,CL000350,IN_PROGRESS,MEDIUM,policy created shortly before incident; repair shop has an elevated historical investigation rate,
INV002845,CL019829,IN_PROGRESS,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV002846,CL010127,IN_PROGRESS,LOW,policy created shortly before incident; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002847,CL011804,CLOSED,MEDIUM,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,REJECT
INV002848,CL027913,IN_PROGRESS,HIGH,repair shop has an elevated historical investigation rate,
INV002849,CL013107,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002850,CL000441,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002851,CL008107,CLOSED,MEDIUM,multiple previous claims on record,INVESTIGATE_FURTHER
INV002852,CL002563,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV002853,CL022851,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV002854,CL019347,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV002855,CL009849,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV002856,CL018673,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV002857,CL001998,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV002858,CL013016,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,
INV002859,CL023836,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV002860,CL025297,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV002861,CL012183,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV002862,CL023623,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV002863,CL007790,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV002864,CL014974,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REJECT
INV002865,CL029498,IN_PROGRESS,LOW,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV002866,CL021795,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002867,CL015522,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV002868,CL010857,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV002869,CL012502,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,APPROVE
INV002870,CL007386,CLOSED,MEDIUM,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV002871,CL003235,CLOSED,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV002872,CL003526,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV002873,CL020012,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,
INV002874,CL018091,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,APPROVE
INV002875,CL015962,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV002876,CL012603,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV002877,CL026103,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV002878,CL000172,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV002879,CL012458,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV002880,CL013510,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002881,CL027980,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV002882,CL028320,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002883,CL020322,IN_PROGRESS,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002884,CL004739,CLOSED,MEDIUM,policy created shortly before incident; multiple previous claims on record,APPROVE
INV002885,CL016230,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV002886,CL014149,IN_PROGRESS,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV002887,CL002221,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV002888,CL027619,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV002889,CL005033,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002890,CL023501,IN_PROGRESS,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV002891,CL010398,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV002892,CL009223,IN_PROGRESS,MEDIUM,policy created shortly before incident,
INV002893,CL029023,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV002894,CL029067,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,APPROVE
INV002895,CL001560,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REJECT
INV002896,CL020581,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV002897,CL011480,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV002898,CL024871,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV002899,CL005124,IN_PROGRESS,MEDIUM,policy created shortly before incident,
INV002900,CL018624,CLOSED,MEDIUM,repair shop has an elevated historical investigation rate,APPROVE
INV002901,CL009258,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV002902,CL015016,CLOSED,LOW,multiple previous claims on record,APPROVE
INV002903,CL012896,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV002904,CL003836,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV002905,CL013755,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV002906,CL012086,CLOSED,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record,REJECT
INV002907,CL014667,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV002908,CL019725,CLOSED,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV002909,CL028841,IN_PROGRESS,LOW,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV002910,CL026626,IN_PROGRESS,HIGH,multiple previous claims on record,
INV002911,CL016176,CLOSED,HIGH,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV002912,CL000568,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV002913,CL001320,IN_PROGRESS,HIGH,multiple previous claims on record,
INV002914,CL014852,IN_PROGRESS,HIGH,repair shop has an elevated historical investigation rate,
INV002915,CL021187,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV002916,CL025008,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV002917,CL016731,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV002918,CL004376,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV002919,CL011896,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002920,CL000260,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV002921,CL002826,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV002922,CL022938,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV002923,CL015966,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV002924,CL001927,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV002925,CL006796,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV002926,CL010201,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV002927,CL026711,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV002928,CL012684,CLOSED,MEDIUM,multiple previous claims on record,REQUEST_DOCUMENTS
INV002929,CL003516,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,REQUEST_DOCUMENTS
INV002930,CL008127,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV002931,CL029478,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV002932,CL018102,CLOSED,MEDIUM,multiple previous claims on record,REJECT
INV002933,CL016189,IN_PROGRESS,MEDIUM,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,
INV002934,CL015859,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV002935,CL022387,CLOSED,MEDIUM,multiple previous claims on record,APPROVE
INV002936,CL026972,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV002937,CL008202,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV002938,CL010409,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV002939,CL029938,CLOSED,MEDIUM,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,APPROVE
INV002940,CL013447,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV002941,CL008159,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV002942,CL009056,CLOSED,MEDIUM,multiple previous claims on record,INVESTIGATE_FURTHER
INV002943,CL019333,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV002944,CL013903,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV002945,CL010076,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV002946,CL001509,CLOSED,MEDIUM,policy created shortly before incident,APPROVE
INV002947,CL016516,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV002948,CL015011,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV002949,CL000627,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV002950,CL024463,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV002951,CL004465,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV002952,CL024559,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV002953,CL005614,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value,
INV002954,CL011109,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV002955,CL016601,IN_PROGRESS,MEDIUM,multiple previous claims on record,
INV002956,CL016859,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV002957,CL026551,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,APPROVE
INV002958,CL002277,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV002959,CL026732,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002960,CL009157,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV002961,CL001383,CLOSED,HIGH,short interval since previous claim,INVESTIGATE_FURTHER
INV002962,CL009834,CLOSED,MEDIUM,multiple previous claims on record,REQUEST_DOCUMENTS
INV002963,CL023825,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV002964,CL004781,CLOSED,HIGH,policy created shortly before incident; claim amount high relative to vehicle value; short interval since previous claim,REQUEST_DOCUMENTS
INV002965,CL015032,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV002966,CL010387,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV002967,CL025265,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,APPROVE
INV002968,CL009950,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV002969,CL008327,CLOSED,MEDIUM,short interval since previous claim,APPROVE
INV002970,CL009284,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV002971,CL002034,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV002972,CL020705,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV002973,CL025017,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV002974,CL001960,CLOSED,LOW,multiple previous claims on record,INVESTIGATE_FURTHER
INV002975,CL018438,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV002976,CL007865,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV002977,CL010138,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV002978,CL019468,CLOSED,LOW,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV002979,CL011031,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV002980,CL014089,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV002981,CL025785,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,APPROVE
INV002982,CL028691,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV002983,CL008549,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV002984,CL027860,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,APPROVE
INV002985,CL001385,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV002986,CL002271,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV002987,CL018960,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV002988,CL013085,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV002989,CL010972,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002990,CL006448,CLOSED,MEDIUM,anomalous pattern flagged by risk model,INVESTIGATE_FURTHER
INV002991,CL023638,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV002992,CL000617,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,
INV002993,CL010627,CLOSED,LOW,policy created shortly before incident; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV002994,CL005154,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002995,CL013611,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002996,CL003013,IN_PROGRESS,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; repair shop has an elevated historical investigation rate,
INV002997,CL016460,IN_PROGRESS,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV002998,CL016712,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV002999,CL014013,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003000,CL022829,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003001,CL018461,CLOSED,MEDIUM,claim amount high relative to vehicle value,REQUEST_DOCUMENTS
INV003002,CL018602,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,INVESTIGATE_FURTHER
INV003003,CL050001,IN_PROGRESS,HIGH,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003004,CL007086,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003005,CL027313,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003006,CL021271,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003007,CL023616,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003008,CL025372,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003009,CL020196,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV003010,CL007060,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,REJECT
INV003011,CL006987,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003012,CL014909,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REJECT
INV003013,CL014225,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,
INV003014,CL013892,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003015,CL019548,CLOSED,HIGH,anomalous pattern flagged by risk model,APPROVE
INV003016,CL029820,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003017,CL023078,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003018,CL012483,CLOSED,MEDIUM,multiple previous claims on record,APPROVE
INV003019,CL004349,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,
INV003020,CL005259,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003021,CL019543,CLOSED,MEDIUM,anomalous pattern flagged by risk model,REJECT
INV003022,CL029813,CLOSED,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value,REQUEST_DOCUMENTS
INV003023,CL016331,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV003024,CL024326,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003025,CL001083,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003026,CL009004,CLOSED,LOW,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003027,CL018972,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003028,CL026337,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003029,CL016090,IN_PROGRESS,HIGH,short interval since previous claim,
INV003030,CL015650,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003031,CL002810,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003032,CL007891,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
